,Area,city,district,Prywatne,Firmowe,Zwierzęta,Winda,Umeblowane,Poziom,Rooms,Parking,Zabudowa,Total_price
6566,32.0,gdańsk,ujeścisko,1,0,0,1,1,3 ,2,brak,blok ,2700.0
6567,30.0,gdańsk,stogi z przeróbką,1,0,0,0,1,parter ,2,ulica,kamienica ,3200.0
6575,53.0,gdańsk,stogi z przeróbką,1,0,1,1,1,3 ,3,garaż,apartamentowiec ,4500.0
6578,66.0,gdańsk,wrzeszcz,0,1,0,1,1,2 ,3,garaż,blok ,4770.0
6579,59.0,gdańsk,wrzeszcz,1,0,0,0,1,4 ,2,brak,kamienica ,3800.0
6580,25.0,gdańsk,brętowo,1,0,0,0,1,1 ,1,ulica,dom wolnostojący ,2100.0
6591,55.0,gdańsk,chełm z dzielnicą gdańsk południe,1,0,0,0,1,1 ,2,ulica,blok ,3910.0
6592,34.0,gdańsk,chełm z dzielnicą gdańsk południe,1,0,0,1,1,3 ,2,brak,blok ,3230.0
6604,38.0,gdańsk,przymorze wielkie,1,0,1,0,1,4 ,2,identyfikator do strefy płatnego parkowania,blok ,3600.0
6616,23.43,gdańsk,przymorze małe,0,1,1,1,1,2 ,1,garaż,blok ,2800.0
6617,45.0,gdańsk,ujeścisko,1,0,0,1,1,2 ,2,garaż,pozostałe ,3250.0
6618,54.0,gdańsk,oliwa,1,0,1,0,1,1 ,2,ulica,kamienica ,4241.0
6629,38.0,gdańsk,wrzeszcz,0,1,1,1,1,parter ,1,garaż,blok ,4500.0
6630,23.0,gdańsk,przymorze małe,0,1,1,1,1,2 ,1,garaż,blok ,3490.0
6642,40.0,gdańsk,aniołki,1,0,0,1,1,1 ,2,ulica,blok ,2960.0
6643,60.0,gdańsk,zaspa rozstaje,0,1,0,0,1,-1,3,brak,blok ,1200.0
6644,30.0,gdańsk,stogi z przeróbką,1,0,0,0,1,parter ,2,ulica,kamienica ,3200.0
6652,42.0,gdańsk,ujeścisko,1,0,0,1,1,2 ,2,garaż,blok ,3100.0
6655,29.0,gdańsk,jasień,1,0,0,1,1,2 ,1,ulica,blok ,2520.0
6656,34.0,gdańsk,jasień,1,0,0,1,1,parter ,1,brak,apartamentowiec ,2620.0
6657,38.5,gdańsk,przymorze wielkie,1,0,0,0,1,4 ,2,ulica,blok ,3200.0
6668,54.0,gdańsk,oliwa,1,0,1,0,1,1 ,2,ulica,kamienica ,4241.0
6670,72.0,gdańsk,przymorze wielkie,1,0,1,1,1,6 ,3,garaż,blok ,5600.0
6678,25.0,gdańsk,wzgórze mickiewicza,1,0,0,1,1,3 ,1,brak,blok ,3000.0
6681,60.0,gdańsk,olszynka,1,0,0,0,1,3 ,2,brak,pozostałe ,2501.0
6682,40.0,gdańsk,aniołki,1,0,0,1,1,1 ,2,ulica,blok ,2960.0
6683,23.43,gdańsk,przymorze małe,0,1,1,1,1,2 ,1,garaż,blok ,2800.0
6689,34.0,gdańsk,wrzeszcz,1,0,1,0,1,1 ,1,brak,kamienica ,2689.0
6694,35.0,gdańsk,osowa,1,0,0,0,1,parter ,1,brak,szeregowiec ,1900.0
6695,45.0,gdańsk,ujeścisko,1,0,0,1,1,2 ,2,garaż,pozostałe ,3250.0
6696,60.0,gdańsk,ujeścisko,0,1,0,0,1,-1,3,brak,blok ,3400.0
6698,30.0,gdańsk,ujeścisko,1,0,0,1,1,1 ,2,garaż,blok ,3200.0
6701,120.0,gdańsk,chełm z dzielnicą gdańsk południe,1,0,0,0,1,4 ,4,ulica,blok ,1500.0
6706,30.0,gdańsk,przymorze wielkie,0,1,0,1,1,9 ,1,strzeżony,apartamentowiec ,2920.0
6707,40.0,gdańsk,piecki,1,0,0,1,1,2 ,2,ulica,blok ,61069.0
6708,15.0,gdańsk,wrzeszcz,1,0,0,0,1,1 ,1,brak,dom wolnostojący ,1800.0
6709,32.0,gdańsk,przymorze małe,0,1,1,1,1,2 ,1,garaż,blok ,3290.0
6717,35.0,gdańsk,jasień,1,0,1,0,1,2 ,1,strzeżony,blok ,2600.0
6720,54.0,gdańsk,oliwa,1,0,1,0,1,1 ,2,ulica,kamienica ,4241.0
6721,34.0,gdańsk,chełm z dzielnicą gdańsk południe,1,0,0,1,1,3 ,2,brak,blok ,3230.0
6733,49.0,gdańsk,jasień,1,0,0,1,1,2 ,2,ulica,blok ,3360.0
6734,42.0,gdańsk,śródmieście,1,0,1,0,1,4 ,2,identyfikator do strefy płatnego parkowania,kamienica ,3800.0
6735,64.0,gdańsk,wrzeszcz,1,0,0,0,1,1 ,3,brak,kamienica ,4560.0
6740,60.0,gdańsk,vii dwór,0,1,1,0,1,3 ,3,ulica,blok ,4600.0
6742,35.0,gdańsk,jasień,0,1,0,0,1,parter ,1,brak,blok ,2370.0
6743,40.0,gdańsk,zaspa młyniec,1,0,0,1,1,powyżej 10 ,2,brak,apartamentowiec ,4000.0
6746,45.0,gdańsk,śródmieście,1,0,1,0,1,4 ,2,identyfikator do strefy płatnego parkowania,kamienica ,3450.0
6747,45.0,gdańsk,ujeścisko,1,0,0,1,1,2 ,2,garaż,pozostałe ,3250.0
6748,35.0,gdańsk,chełm z dzielnicą gdańsk południe,1,0,0,1,1,2 ,2,brak,blok ,3500.0
6756,23.43,gdańsk,przymorze małe,0,1,1,1,1,2 ,1,garaż,blok ,2800.0
6757,31.0,gdańsk,przymorze małe,1,0,1,1,1,parter ,1,brak,apartamentowiec ,3400.0
6759,47.0,gdańsk,ujeścisko,1,0,0,1,1,3 ,2,ulica,blok ,2500.0
6760,35.0,gdańsk,chełm z dzielnicą gdańsk południe,1,0,0,1,1,1 ,2,ulica,blok ,2952.0
6761,41.0,gdańsk,wrzeszcz,0,1,1,1,1,1 ,2,garaż,apartamentowiec ,4280.0
6769,20.0,gdańsk,strzyża,1,0,0,0,1,1 ,1,ulica,kamienica ,2350.0
6772,23.43,gdańsk,przymorze małe,0,1,1,1,1,2 ,1,garaż,blok ,2800.0
6773,60.0,gdańsk,piecki,0,1,1,1,1,1 ,3,ulica,apartamentowiec ,3400.0
6774,27.0,gdańsk,ujeścisko,1,0,0,1,1,3 ,1,brak,blok ,2600.0
6776,45.0,gdańsk,brzeźno,1,0,0,1,1,parter ,2,garaż,blok ,4300.0
6784,78.0,gdańsk,piecki,0,1,0,1,1,2 ,3,strzeżony,blok ,7800.0
6785,47.0,gdańsk,przymorze małe,0,1,1,1,1,parter ,3,garaż,blok ,4200.0
6786,65.0,gdańsk,orunia,0,1,1,0,1,1 ,3,brak,blok ,3900.0
6789,33.0,gdańsk,przymorze małe,0,1,0,1,1,10 ,1,identyfikator do strefy płatnego parkowania,blok ,2840.0
6795,35.0,gdańsk,śródmieście,1,0,0,0,1,9 ,2,identyfikator do strefy płatnego parkowania,apartamentowiec ,3450.0
6798,60.0,gdańsk,ujeścisko,0,1,0,0,1,-1,3,brak,blok ,3400.0
6800,45.0,gdańsk,chełm z dzielnicą gdańsk południe,1,0,0,0,1,2 ,2,brak,blok ,2450.0
6802,38.0,gdańsk,młyniska,1,0,0,0,1,parter ,2,garaż,blok ,3300.0
6804,29.0,gdańsk,aniołki,1,0,0,1,1,3 ,1,garaż,apartamentowiec ,3060.0
6806,41.0,gdańsk,śródmieście,1,0,0,1,1,3 ,2,brak,apartamentowiec ,3320.0
6807,33.0,gdańsk,jasień,1,0,0,0,1,4 ,1,ulica,blok ,2470.0
6809,45.0,gdańsk,przymorze wielkie,1,0,0,0,1,4 ,2,ulica,blok ,3400.0
6810,30.0,gdańsk,jasień,0,1,0,1,1,1 ,1,ulica,blok ,2809.0
6811,80.0,gdańsk,ujeścisko,0,1,0,0,1,2 ,3,garaż,blok ,850.0
6812,38.5,gdańsk,przymorze wielkie,1,0,0,0,1,4 ,2,ulica,blok ,3200.0
6813,35.0,gdańsk,ujeścisko,1,0,0,1,1,3 ,2,ulica,apartamentowiec ,2600.0
6823,32.0,gdańsk,oliwa,1,0,0,0,1,4 ,1,brak,blok ,2500.0
6824,66.0,gdańsk,orunia,0,1,1,1,1,parter ,3,brak,blok ,851.0
6825,42.0,gdańsk,orunia,1,0,0,1,1,3 ,2,garaż,blok ,3150.0
6826,27.0,gdańsk,ujeścisko,1,0,0,1,1,3 ,1,brak,blok ,2600.0
6837,66.0,gdańsk,wrzeszcz,0,1,0,1,1,2 ,3,garaż,blok ,4770.0
6838,32.0,gdańsk,ujeścisko,1,0,0,1,1,3 ,2,brak,blok ,2700.0
6849,38.0,gdańsk,strzyża,1,0,0,1,1,4 ,2,garaż,apartamentowiec ,3670.0
6850,31.0,gdańsk,zaspa młyniec,1,0,1,1,1,4 ,1,brak,blok ,2950.0
6851,37.0,gdańsk,wrzeszcz,1,0,0,0,1,parter ,2,identyfikator do strefy płatnego parkowania,kamienica ,2900.0
6852,35.0,gdańsk,chełm z dzielnicą gdańsk południe,1,0,0,1,1,1 ,2,ulica,blok ,2952.0
6858,72.0,gdańsk,przymorze wielkie,1,0,1,1,1,6 ,3,garaż,blok ,5600.0
6860,15.0,gdańsk,jasień,0,1,1,1,1,-1,1,brak,blok ,1920.0
6863,33.0,gdańsk,wrzeszcz,1,0,1,1,1,1 ,2,garaż,blok ,3300.0
6864,62.0,gdańsk,ujeścisko,1,0,1,0,1,1 ,2,brak,blok ,2750.0
6865,44.0,gdańsk,stogi z przeróbką,1,0,1,0,1,2 ,2,ulica,kamienica ,3300.0
6870,47.0,gdańsk,jasień,1,0,0,1,1,2 ,2,garaż,blok ,3000.0
6872,45.0,gdańsk,śródmieście,0,1,0,1,1,2 ,2,garaż,apartamentowiec ,4600.0
6876,49.7,gdańsk,siedlce,1,0,0,0,1,parter ,1,ulica,blok ,3080.0
6877,42.0,gdańsk,śródmieście,1,0,1,0,1,4 ,2,identyfikator do strefy płatnego parkowania,kamienica ,3800.0
6878,39.0,gdańsk,jasień,1,0,0,1,1,3 ,2,ulica,blok ,2940.0
6879,42.0,gdańsk,osowa,1,0,0,0,1,3 ,2,ulica,blok ,2720.0
6880,31.0,gdańsk,oliwa,1,0,0,1,1,7 ,1,ulica,blok ,3050.0
6882,32.0,gdańsk,przymorze wielkie,0,1,0,0,1,2 ,1,ulica,blok ,2890.0
6889,60.0,gdańsk,piecki,0,1,1,1,1,2 ,3,brak,apartamentowiec ,3601.0
6890,41.0,gdańsk,vii dwór,1,0,0,0,1,1 ,2,brak,szeregowiec ,2990.0
6891,31.0,gdańsk,zaspa młyniec,1,0,1,1,1,4 ,1,brak,blok ,2950.0
6900,20.0,gdańsk,śródmieście,1,0,1,0,1,4 ,1,identyfikator do strefy płatnego parkowania,kamienica ,2800.0
6902,38.5,gdańsk,przymorze wielkie,1,0,0,0,1,4 ,2,ulica,blok ,3200.0
6903,50.0,gdańsk,chełm z dzielnicą gdańsk południe,0,1,0,0,1,2 ,1,brak,blok ,3100.0
6904,46.0,gdańsk,wzgórze mickiewicza,1,0,0,1,1,4 ,2,ulica,blok ,3450.0
6910,51.42,gdańsk,chełm z dzielnicą gdańsk południe,0,1,0,0,1,3 ,2,garaż,blok ,2250.0
6913,29.0,gdańsk,letnica,1,0,1,1,1,2 ,2,brak,apartamentowiec ,3350.0
6915,43.0,gdańsk,osowa,1,0,0,0,1,1 ,2,ulica,blok ,3000.0
6916,40.0,gdańsk,wzgórze mickiewicza,1,0,0,1,1,1 ,2,ulica,blok ,2000.0
6917,45.0,gdańsk,ujeścisko,1,0,0,1,1,2 ,2,garaż,pozostałe ,3250.0
6918,45.0,gdańsk,chełm z dzielnicą gdańsk południe,1,0,1,0,1,1 ,2,ulica,blok ,3350.0
6919,54.0,gdańsk,oliwa,1,0,1,0,1,1 ,2,ulica,kamienica ,4241.0
6920,27.0,gdańsk,siedlce,1,0,1,0,1,2 ,1,ulica,dom wolnostojący ,2400.0
6928,38.0,gdańsk,osowa,1,0,1,0,1,parter ,2,garaż,blok ,2400.0
6929,64.0,gdańsk,wrzeszcz,1,0,0,0,1,1 ,3,brak,kamienica ,4560.0
6930,60.0,gdańsk,chełm z dzielnicą gdańsk południe,0,1,1,1,1,4 ,3,ulica,blok ,6401.0
6932,66.0,gdańsk,wrzeszcz,0,1,0,1,1,2 ,3,garaż,blok ,4770.0
6936,46.0,gdańsk,jasień,0,1,0,0,1,-1,2,brak,blok ,3300.0
6938,47.0,gdańsk,przymorze małe,0,1,1,1,1,parter ,3,garaż,blok ,4200.0
6941,62.0,gdańsk,ujeścisko,1,0,1,0,1,1 ,2,brak,blok ,2750.0
6942,35.0,gdańsk,ujeścisko,1,0,0,1,1,3 ,2,ulica,apartamentowiec ,2600.0
6943,39.0,gdańsk,kokoszki,1,0,0,0,1,-1,2,ulica,apartamentowiec ,2950.0
6944,34.0,gdańsk,chełm z dzielnicą gdańsk południe,1,0,1,1,1,2 ,1,brak,blok ,2200.0
6946,56.0,gdańsk,orunia,1,0,1,0,1,parter ,3,ulica,blok ,3700.0
6952,45.0,gdańsk,chełm z dzielnicą gdańsk południe,1,0,0,1,1,4 ,2,ulica,blok ,3350.0
6954,29.0,gdańsk,jasień,1,0,0,1,1,2 ,1,ulica,blok ,2520.0
6955,38.5,gdańsk,przymorze wielkie,1,0,0,0,1,4 ,2,ulica,blok ,3200.0
6956,56.0,gdańsk,jasień,1,0,1,0,1,1 ,2,ulica,blok ,3350.0
6957,26.0,gdańsk,piecki,1,0,1,0,1,powyżej 10 ,1,brak,apartamentowiec ,3200.0
6960,34.0,gdańsk,jasień,1,0,0,1,1,parter ,1,brak,apartamentowiec ,2620.0
6962,39.0,gdańsk,wzgórze mickiewicza,0,1,1,0,1,4 ,3,brak,kamienica ,3200.0
6966,44.0,gdańsk,stogi z przeróbką,1,0,1,0,1,2 ,2,ulica,kamienica ,3300.0
6967,66.0,gdańsk,wrzeszcz,0,1,0,1,1,2 ,3,garaż,blok ,4770.0
6968,44.0,gdańsk,przymorze małe,0,1,1,1,0,1 ,2,ulica,apartamentowiec ,3000.0
6973,70.0,gdańsk,wrzeszcz,0,1,0,1,1,2 ,3,garaż,blok ,5450.0
6974,43.0,gdańsk,przymorze małe,0,1,0,1,1,8 ,2,garaż,apartamentowiec ,3900.0
6977,45.0,gdańsk,suchanino,1,0,1,0,1,4 ,3,ulica,blok ,4300.0
6979,42.0,gdańsk,śródmieście,1,0,1,0,1,4 ,2,identyfikator do strefy płatnego parkowania,kamienica ,3800.0
6980,38.0,gdańsk,oliwa,1,0,0,0,1,parter ,2,ulica,apartamentowiec ,3500.0
6981,38.0,gdańsk,przymorze wielkie,1,0,0,1,1,2 ,2,ulica,blok ,2000.0
6984,50.0,gdańsk,chełm z dzielnicą gdańsk południe,0,1,0,0,1,2 ,1,brak,blok ,3100.0
6991,45.0,gdańsk,jasień,1,0,0,1,1,3 ,2,garaż,blok ,3500.0
6992,32.0,gdańsk,ujeścisko,1,0,0,1,1,3 ,2,brak,blok ,2700.0
6993,30.0,gdańsk,stogi z przeróbką,1,0,0,0,1,parter ,2,ulica,kamienica ,3200.0
6994,64.0,gdańsk,wrzeszcz,1,0,0,0,1,1 ,3,brak,kamienica ,4560.0
6995,48.0,gdańsk,ujeścisko,0,1,1,1,1,parter ,2,garaż,apartamentowiec ,3500.0
6996,37.0,gdańsk,ujeścisko,1,0,1,0,1,2 ,2,brak,blok ,3446.0
6997,42.0,gdańsk,śródmieście,0,1,1,0,1,1 ,2,ulica,kamienica ,3200.0
6999,42.0,gdańsk,ujeścisko,0,1,1,1,1,-1,2,brak,blok ,2500.0
7000,34.0,gdańsk,jasień,1,0,1,1,1,parter ,1,ulica,blok ,2750.0
7006,23.43,gdańsk,przymorze małe,0,1,1,1,1,2 ,1,garaż,blok ,2800.0
7007,38.0,gdańsk,osowa,1,0,1,0,1,parter ,2,garaż,blok ,2400.0
7012,30.0,gdańsk,jasień,1,0,0,1,1,-1,1,brak,blok ,5000.0
7013,25.0,gdańsk,strzyża,1,0,1,0,1,-1,1,brak,kamienica ,2350.0
7014,40.0,gdańsk,piecki,1,0,0,1,1,2 ,2,ulica,blok ,61069.0
7015,25.0,gdańsk,oliwa,1,0,0,1,1,1 ,1,strzeżony,blok ,2950.0
7019,41.0,gdańsk,jasień,1,0,0,1,1,1 ,2,ulica,blok ,2500.0
7020,40.0,gdańsk,piecki,1,0,0,1,1,2 ,2,ulica,blok ,61069.0
7021,39.0,gdańsk,kokoszki,1,0,0,0,1,-1,2,ulica,apartamentowiec ,2950.0
7023,45.0,gdańsk,brzeźno,1,0,0,1,1,3 ,1,garaż,apartamentowiec ,3200.0
7025,24.0,gdańsk,śródmieście,1,0,0,0,1,3 ,1,ulica,kamienica ,2800.0
7028,38.0,gdańsk,wrzeszcz,0,1,1,1,1,parter ,1,garaż,blok ,4500.0
7031,23.0,gdańsk,przymorze małe,0,1,1,1,1,2 ,1,garaż,blok ,3490.0
7032,38.0,gdańsk,oliwa,1,0,0,0,1,parter ,2,ulica,apartamentowiec ,3500.0
7033,72.0,gdańsk,przymorze wielkie,1,0,1,1,1,6 ,3,garaż,blok ,5600.0
7035,45.0,gdańsk,chełm z dzielnicą gdańsk południe,1,0,0,0,1,2 ,2,brak,blok ,2450.0
7039,31.0,gdańsk,przymorze małe,1,0,1,1,1,powyżej 10 ,1,ulica,blok ,2500.0
7041,38.0,gdańsk,przymorze wielkie,0,1,1,1,1,9 ,2,ulica,blok ,3600.0
7044,38.0,gdańsk,oliwa,1,0,0,0,1,parter ,2,ulica,apartamentowiec ,3500.0
7045,34.0,gdańsk,jasień,1,0,0,1,1,parter ,1,brak,apartamentowiec ,2620.0
7046,29.0,gdańsk,strzyża,1,0,0,0,1,2 ,1,brak,kamienica ,2900.0
7049,45.0,gdańsk,piecki,1,0,0,1,1,2 ,2,garaż,blok ,3450.0
7051,45.0,gdańsk,śródmieście,1,0,1,1,1,2 ,2,garaż,apartamentowiec ,4680.0
7052,28.0,gdańsk,zaspa młyniec,1,0,0,1,0,5 ,1,garaż,apartamentowiec ,2850.0
7057,44.0,gdańsk,jasień,1,0,0,1,1,2 ,2,ulica,kamienica ,3200.0
7058,30.4,gdańsk,ujeścisko,1,0,0,1,1,2 ,1,garaż,blok ,3000.0
7059,56.0,gdańsk,śródmieście,1,0,0,0,1,4 ,3,brak,kamienica ,2900.0
7061,30.0,gdańsk,przymorze wielkie,1,0,0,0,1,4 ,1,identyfikator do strefy płatnego parkowania,blok ,2950.0
7065,54.0,gdańsk,jasień,1,0,1,1,1,2 ,3,garaż,blok ,4350.0
7070,80.0,gdańsk,ujeścisko,0,1,0,0,1,2 ,3,garaż,blok ,850.0
7071,39.0,gdańsk,kokoszki,1,0,0,0,1,-1,2,ulica,apartamentowiec ,2950.0
7076,65.0,gdańsk,kokoszki,1,0,0,1,1,3 ,3,ulica,blok ,3700.0
7078,32.0,gdańsk,wrzeszcz,1,0,1,1,1,3 ,2,brak,loft ,3550.0
7082,44.0,gdańsk,przymorze małe,0,1,1,1,0,1 ,2,ulica,apartamentowiec ,3000.0
7083,23.43,gdańsk,przymorze małe,0,1,1,1,1,2 ,1,garaż,blok ,2800.0
7084,32.0,gdańsk,zaspa młyniec,1,0,0,1,1,4 ,1,garaż,blok ,2950.0
7085,37.0,gdańsk,orunia,1,0,1,1,1,10 ,2,ulica,blok ,2930.0
7091,35.0,gdańsk,przymorze wielkie,1,0,0,0,1,3 ,2,garaż,blok ,3960.0
7092,36.0,gdańsk,siedlce,1,0,0,0,1,3 ,2,brak,blok ,2500.0
7095,46.0,gdańsk,wrzeszcz,1,0,1,1,1,parter ,2,brak,blok ,3000.0
7096,39.0,gdańsk,kokoszki,1,0,0,0,1,-1,2,ulica,apartamentowiec ,2950.0
7097,40.0,gdańsk,piecki,1,0,0,1,1,2 ,2,ulica,blok ,61069.0
7098,40.0,gdańsk,aniołki,1,0,0,1,1,1 ,2,ulica,blok ,2960.0
7103,42.0,gdańsk,śródmieście,1,0,1,0,1,4 ,2,identyfikator do strefy płatnego parkowania,kamienica ,3800.0
7105,34.0,gdańsk,śródmieście,1,0,0,1,1,5 ,2,garaż,apartamentowiec ,3650.0
7109,24.0,gdańsk,śródmieście,1,0,0,0,1,3 ,1,ulica,kamienica ,2800.0
7110,46.0,gdańsk,przymorze wielkie,0,1,0,1,1,9 ,2,brak,blok ,3100.0
7111,27.0,gdańsk,ujeścisko,1,0,0,1,1,3 ,1,brak,blok ,2600.0
7112,50.0,gdańsk,piecki,1,0,0,0,1,3 ,4,brak,blok ,1000.0
7115,86.0,gdańsk,piecki,1,0,0,0,1,2 ,4,garaż,blok ,6150.0
7116,40.5,gdańsk,jasień,1,0,0,1,1,parter ,2,ulica,blok ,3200.0
7117,29.0,gdańsk,przymorze małe,1,0,0,0,1,3 ,1,ulica,blok ,2770.0
7118,38.5,gdańsk,przymorze wielkie,1,0,0,0,1,4 ,2,ulica,blok ,3200.0
7119,43.0,gdańsk,oliwa,1,0,0,1,1,parter ,2,brak,apartamentowiec ,3250.0
7122,72.0,gdańsk,przymorze wielkie,1,0,1,1,1,6 ,3,garaż,blok ,5600.0
7123,52.0,gdańsk,młyniska,1,0,0,0,1,2 ,2,brak,kamienica ,3800.0
7124,29.0,gdańsk,strzyża,1,0,0,0,1,2 ,1,brak,kamienica ,2900.0
7132,43.0,gdańsk,letnica,0,1,0,1,1,4 ,2,garaż,blok ,3650.0
7135,39.0,gdańsk,jasień,1,0,0,1,1,3 ,2,ulica,blok ,2940.0
7136,47.0,gdańsk,przymorze małe,0,1,1,1,1,parter ,3,garaż,blok ,4200.0
7137,60.0,gdańsk,piecki,0,1,1,1,1,1 ,3,ulica,apartamentowiec ,3400.0
7138,44.0,gdańsk,jasień,1,0,0,1,1,5 ,2,brak,blok ,2800.0
7139,43.0,gdańsk,śródmieście,0,1,0,0,1,3 ,2,brak,kamienica ,3240.0
7140,49.7,gdańsk,siedlce,1,0,0,0,1,parter ,1,ulica,blok ,3080.0
7141,75.0,gdańsk,brzeźno,1,0,1,0,1,1 ,2,brak,dom wolnostojący ,5000.0
7145,62.0,gdańsk,ujeścisko,1,0,1,0,1,1 ,2,brak,blok ,2750.0
7146,66.0,gdańsk,ujeścisko,1,0,1,1,1,2 ,3,ulica,blok ,4700.0
7147,33.0,gdańsk,kokoszki,0,1,1,0,1,1 ,1,garaż,kamienica ,2530.0
7148,20.0,gdańsk,śródmieście,1,0,1,0,1,4 ,1,identyfikator do strefy płatnego parkowania,kamienica ,2800.0
7151,47.0,gdańsk,ujeścisko,1,0,0,1,1,3 ,2,ulica,blok ,2500.0
7152,37.0,gdańsk,siedlce,1,0,1,1,1,1 ,2,garaż,apartamentowiec ,3500.0
7153,30.0,gdańsk,jasień,1,0,1,1,1,4 ,2,garaż,blok ,2950.0
7155,34.0,gdańsk,matarnia,1,0,1,1,1,parter ,1,brak,blok ,3400.0
7159,36.0,gdańsk,wrzeszcz,1,0,0,0,1,1 ,2,brak,blok ,3310.0
7162,63.0,gdańsk,śródmieście,1,0,0,0,1,3 ,3,identyfikator do strefy płatnego parkowania,kamienica ,3900.0
7163,72.0,gdańsk,piecki,0,1,1,1,1,-1,3,brak,blok ,3600.0
7165,45.0,gdańsk,ujeścisko,1,0,0,1,1,2 ,2,garaż,pozostałe ,3250.0
7166,34.0,gdańsk,chełm z dzielnicą gdańsk południe,1,0,0,1,1,3 ,2,brak,blok ,3230.0
7167,63.0,gdańsk,letnica,0,1,1,1,1,powyżej 10 ,3,garaż,apartamentowiec ,4590.0
7169,42.0,gdańsk,brzeźno,1,0,1,0,0,parter ,2,ulica,blok ,2540.0
7170,20.0,gdańsk,śródmieście,1,0,1,0,1,parter ,1,ulica,kamienica ,2190.0
7171,39.0,gdańsk,oliwa,1,0,1,0,1,1 ,2,garaż,apartamentowiec ,4000.0
7173,55.0,gdańsk,przymorze wielkie,1,0,1,0,1,4 ,3,brak,blok ,4200.0
7174,60.0,gdańsk,piecki,0,1,1,1,1,2 ,3,brak,apartamentowiec ,3601.0
7175,54.0,gdańsk,oliwa,1,0,1,0,1,1 ,2,ulica,kamienica ,4241.0
7176,38.0,gdańsk,przymorze wielkie,1,0,1,0,1,4 ,2,identyfikator do strefy płatnego parkowania,blok ,3600.0
7178,35.0,gdańsk,ujeścisko,1,0,0,1,1,3 ,2,ulica,apartamentowiec ,2600.0
7179,29.0,gdańsk,śródmieście,1,0,0,1,1,3 ,1,brak,apartamentowiec ,3180.0
7180,47.0,gdańsk,brzeźno,1,0,0,1,1,4 ,2,garaż,apartamentowiec ,3700.0
7181,33.06,gdańsk,chełm z dzielnicą gdańsk południe,1,0,0,0,1,1 ,1,ulica,blok ,1800.0
7184,41.0,gdańsk,oliwa,1,0,0,1,1,1 ,2,brak,blok ,2500.0
7185,48.0,gdańsk,przymorze wielkie,0,1,1,1,1,parter ,2,identyfikator do strefy płatnego parkowania,blok ,3340.0
7186,34.0,gdańsk,aniołki,1,0,0,1,1,2 ,2,brak,apartamentowiec ,4450.0
7187,40.0,gdańsk,piecki,1,0,0,1,1,2 ,2,ulica,blok ,61069.0
7188,60.0,gdańsk,ujeścisko,0,1,0,0,1,-1,3,brak,blok ,3400.0
7189,56.0,gdańsk,śródmieście,1,0,0,0,1,4 ,3,brak,kamienica ,2900.0
7192,36.0,gdańsk,orunia,1,0,0,0,1,2 ,2,ulica,blok ,2500.0
7194,42.0,gdańsk,jasień,1,0,1,1,1,3 ,2,strzeżony,blok ,3100.0
7195,60.0,gdańsk,olszynka,1,0,0,0,1,3 ,2,brak,pozostałe ,2501.0
7196,67.0,gdańsk,kokoszki,0,1,0,1,1,1 ,3,garaż,apartamentowiec ,4200.0
7199,42.0,gdańsk,chełm z dzielnicą gdańsk południe,1,0,0,1,1,3 ,2,garaż,blok ,2950.0
7200,43.0,gdańsk,orunia,1,0,0,0,1,3 ,2,brak,blok ,2962.0
7201,40.0,gdańsk,piecki,1,0,0,1,1,2 ,2,ulica,blok ,61069.0
7203,49.0,gdańsk,letnica,0,1,1,1,1,5 ,2,garaż,apartamentowiec ,3600.0
7204,60.0,gdańsk,orunia,1,0,0,0,1,2 ,3,brak,blok ,3300.0
7206,29.0,gdańsk,wrzeszcz,1,0,0,0,1,parter ,1,brak,kamienica ,2872.0
7207,18.0,gdańsk,chełm z dzielnicą gdańsk południe,1,0,0,0,1,parter ,1,brak,dom wolnostojący ,1751.0
7209,47.0,gdańsk,ujeścisko,1,0,0,1,1,3 ,2,garaż,apartamentowiec ,3900.0
7210,30.4,gdańsk,ujeścisko,1,0,0,1,1,2 ,1,garaż,blok ,3000.0
7213,20.0,gdańsk,strzyża,1,0,0,0,1,1 ,1,ulica,kamienica ,2350.0
7214,110.0,gdańsk,oliwa,1,0,0,0,0,1 ,4,strzeżony,kamienica ,6999.0
7215,32.0,gdańsk,ujeścisko,1,0,0,1,1,3 ,2,brak,blok ,2700.0
7217,37.0,gdańsk,jasień,1,0,0,1,1,2 ,2,ulica,blok ,3000.0
7218,40.0,gdańsk,śródmieście,1,0,0,0,1,1 ,2,ulica,kamienica ,3500.0
7219,23.0,gdańsk,przymorze małe,0,1,1,1,1,2 ,1,garaż,blok ,3490.0
7220,134.0,gdańsk,aniołki,1,0,0,0,1,1 ,4,ulica,kamienica ,7800.0
7221,20.0,gdańsk,śródmieście,1,0,0,1,0,parter ,1,ulica,szeregowiec ,500.0
7222,34.0,gdańsk,siedlce,0,1,1,0,1,parter ,1,ulica,dom wolnostojący ,2800.0
7223,45.0,gdańsk,piecki,1,0,0,1,1,2 ,2,garaż,blok ,3300.0
7224,32.0,gdańsk,chełm z dzielnicą gdańsk południe,1,0,0,1,1,1 ,2,ulica,blok ,2550.0
7225,39.0,gdańsk,chełm z dzielnicą gdańsk południe,1,0,1,1,1,4 ,2,brak,blok ,3300.0
7228,38.0,gdańsk,oliwa,1,0,0,0,1,parter ,2,ulica,apartamentowiec ,3500.0
